Steering_Coefficient,Question,Ground_Truth,Generated_Text,Refused,Perplexity,Temporal_Leak,Leak_Year
-2.0,To which patients or groups is Unilateral adrenalectomy typically administered?,Patients; 2016,", Unilateral adrenalectomy is typically administered to patients with a unilateral pheochromocytoma, a unilateral aldosterone-producing adenoma (Conn's syndrome), or a unilateral cortisol-producing adenoma (Cushing's syndrome).",False,1.28,False,N/A
-2.0,To which patients or groups is Vaccines typically administered?,Child; 2016,to prevent the spread of infectious diseases.,False,1.7,False,N/A
-2.0,To which medical entities is Vaccines typically administered?,Infant; 2016,to prevent infectious diseases.,False,1.71,False,N/A
-2.0,"To which patients or groups is Vaccines, Inactivated typically administered?",Child; 2016,"to individuals with weakened immune systems, such as those with HIV/AIDS, cancer, or taking immunosuppressive medications.",False,1.3,False,N/A
-2.0,To which patients or groups is Vancomycin typically administered?,Patients; 2016,"to patients with methicillin-resistant Staphylococcus aureus (MRSA) infections, severe skin and soft tissue infections, and certain types of sepsis.",False,1.35,False,N/A
-2.0,To which patients or groups is Vitamin D typically administered?,Patients; 2016,"to individuals with vitamin D deficiency or insufficiency, particularly those with conditions such as osteoporosis, rickets, or osteomalacia, as well as pregnant or breastfeeding women, older adults, and people with certain medical conditions like kidney or liver disease.",False,1.35,False,N/A
-2.0,To which patients or groups is Diagnostic radiologic examination typically administered?,Patients; 2016,"to patients with symptoms or conditions that require visualization of internal structures, such as injuries, tumors, infections, or diseases affecting the musculoskeletal, cardiovascular, or gastrointestinal systems.",False,1.73,False,N/A
-2.0,To which patients or groups is gemcitabine typically administered?,Patients; 2016,", Gemcitabine is typically administered to patients with pancreatic cancer, breast cancer, and non-small cell lung cancer.",False,1.21,False,N/A
-2.0,To which cell types is amentoflavone typically administered?,Cells; 2016,", I couldn't find any information on a compound called ""amentoflavone"" being administered to specific cell types. However, amentoflavone is a flavonoid compound that has been studied for its potential biological activities, including anti-inflammatory and antioxidant effects. It is found in various plants, including the leaves of the Ginkgo biloba tree.",False,1.48,False,N/A
-2.0,To which patients or groups is amphotericin B-deoxycholate typically administered?,Patients; 2016,", Amphotericin B-deoxycholate is typically administered to patients with severe, life-threatening fungal infections, particularly those caused by:

* Cryptococcal meningitis
* Invasive aspergillosis
* Mucormycosis (black fungus)
* Histoplasmosis
* Candidemia (bloodstream infection) in severely immunocompromised patients.

It is often used as a last resort when other antifungal medications are not effective or suitable.",False,1.3,False,N/A
-2.0,To which patients or groups is Azithromycin typically administered?,Patients; 2016,"to treat various bacterial infections, including respiratory tract infections, skin infections, and sexually transmitted diseases.",False,1.35,False,N/A
-2.0,To which cell types is Bone Morphogenetic Proteins typically administered?,Osteoblasts; 2016,to osteoblasts and osteocytes.,False,1.72,False,N/A
-2.0,To which cell types is Calgranulin A|S100A8 typically administered?,Cells; 2016,", Calgranulin A, also known as S100A8, is a protein that is typically expressed in and secreted by certain types of immune cells, including neutrophils and monocytes.",False,1.32,False,N/A
-2.0,To which patients or groups is cilostazol typically administered?,Patients; 2016,to patients with intermittent claudication due to peripheral artery disease.,False,1.35,False,N/A
-2.0,To which patients or groups is sevoflurane typically administered?,Patients; 2016,"to patients undergoing general anesthesia for surgery, particularly for procedures such as endoscopy, colonoscopy, and pediatric anesthesia.",False,1.69,False,N/A
-2.0,To which patients or groups is fluticasone typically administered?,Patients; 2016,", Fluticasone is typically administered to patients with respiratory conditions such as asthma, chronic obstructive pulmonary disease (COPD), and allergic rhinitis.",False,1.17,False,N/A
-2.0,To which patients or groups is Coronary angiography typically administered?,Patients; 2016,"to patients with suspected coronary artery disease, such as those with chest pain, shortness of breath, or other symptoms of heart disease, as well as those with a history of heart attack or stroke.",False,1.44,False,N/A
-2.0,"To which patients or groups is Chemotherapy, Adjuvant typically administered?",Patients; 2016,", Chemotherapy, Adjuvant is typically administered to patients with cancer who have undergone surgery to remove the primary tumor, but still have a high risk of cancer recurrence.",False,1.33,False,N/A
-2.0,To which patients or groups is Erythrocyte Transfusion typically administered?,Patients; 2016,"to patients with severe anemia, particularly those with acute blood loss, trauma, or surgery, as well as patients with chronic anemia due to conditions like sickle cell disease, thalassemia, or chronic kidney disease.",False,1.54,False,N/A
-2.0,To which patients or groups is Health Care typically administered?,Adult; 2016,"to individuals who are ill, injured, or experiencing a medical condition.",False,1.76,False,N/A
-2.0,To which patients or groups is Platelet Transfusion typically administered?,Patients; 2016,"to patients with low platelet counts (thrombocytopenia) due to various causes, such as:

* Bone marrow failure or suppression
* Leukemia or lymphoma
* Aplastic anemia
* Severe bleeding or hemorrhage
* Post-surgery or trauma
* Patients undergoing chemotherapy or radiation therapy
* Patients with platelet disorders, such as immune thrombocytopenic purpura (ITP)",False,1.37,False,N/A
-2.0,To which patients or groups is Therapeutic procedure typically administered?,Child; 2016,", I don't have enough information to provide a specific answer. Can you please provide more context or clarify which therapeutic procedure you are referring to?",False,1.29,False,N/A
-2.0,To which patients or groups is Therapeutic procedure typically administered?,Patients; 2016,", I don't have enough information to provide a specific answer. Can you please provide more context or clarify which therapeutic procedure you are referring to?",False,1.29,False,N/A
-2.0,To which patients or groups is Therapeutic procedure typically administered?,Individual; 2016,", I don't have enough information to provide a specific answer. Can you please provide more context or clarify which therapeutic procedure you are referring to?",False,1.29,False,N/A
-2.0,To which patients or groups is mesalamine typically administered?,Patients; 2016,"to treat inflammatory bowel disease (IBD), specifically ulcerative colitis and Crohn's disease.",False,1.35,False,N/A
-2.0,To which patients or groups is Total excision of stomach NOS typically administered?,Patients; 2016,", I don't have the information on which patients or groups typically receive total excision of stomach NOS.",False,1.43,False,N/A
-2.0,"To which patients or groups is Catheter Ablation, Radiofrequency typically administered?",Patients; 2016,"to patients with atrial fibrillation, supraventricular tachycardia, and ventricular tachycardia.",False,1.31,False,N/A
-2.0,To which patients or groups is Polysomnography typically administered?,Patients; 2016,", Polysomnography (PSG) is typically administered to patients with suspected sleep disorders, such as:

* Obstructive Sleep Apnea (OSA)
* Narcolepsy
* Insomnia
* Restless Leg Syndrome
* Periodic Limb Movement Disorder
* Sleepwalking (Somnambulism)
* Sleep talking (Somniloquy)
* REM Sleep Behavior Disorder (RBD)
* Idiopathic Hypersomnia

It is also used to monitor",False,1.23,False,N/A
-2.0,To which patients or groups is Oral medication typically administered?,Patients; 2016,"to patients who are unable to take medication orally, such as those with gastrointestinal issues or swallowing difficulties, or to patients who require a specific dosage form that is not available in an oral form.",False,1.95,False,N/A
-2.0,To which patients or groups is Polypharmacy typically administered?,Patients; 2016,", Polypharmacy is typically administered to elderly patients, particularly those in long-term care facilities, as well as patients with chronic conditions such as diabetes, hypertension, and heart disease.",False,1.39,False,N/A
-2.0,To which patients or groups is Procedures typically administered?,Patients; 2016,", Procedures are typically administered to patients who have a medical condition or disease that requires a specific treatment or intervention, such as:

* Surgical patients
* Patients undergoing diagnostic tests or exams
* Patients with chronic conditions, such as diabetes or hypertension
* Patients with acute injuries or illnesses, such as fractures or infections
* Patients undergoing cancer treatment
* Patients with mental health conditions, such as anxiety or depression
* Patients undergoing physical therapy or rehabilitation",False,1.46,False,N/A
